route_id,service_id,trip_id,trip_headsign,shape_id,block_id,direction_id
39-VIC,3603,10868814:8951460:8960395,Westhills Exch via Royal Oak,28939,8960395,1
61-VIC,3603,10867414:8951463:9199555,Langford Exch,19003,9199555,0
61-VIC,3602,10867414:8951463:9199946,Langford Exch,19003,9199946,0
26-VIC,3706,10736498:8951466:8960483,Dockyard via McKenzie/Tillicum,31926,8960483,1
25-VIC,3344,10723940:8951467:9200132,to Downtown only,34788,9200132,0
26-VIC,3706,10736520:8951468:9199948,UVic via Tillicum/McKenzie,31720,9199948,0
72-VIC,4177,10942674:8951472:8959511,Downtown via Saanichton,18716,8959511,1
72-VIC,3603,10867923:8951473:8959468,Swartz Bay Ferry via Saanichton,18512,8959468,0
72-VIC,3602,10867923:8951473:8959844,Swartz Bay Ferry via Saanichton,18512,8959844,0
7-VIC,3602,10868991:8951474:9199470,UVic via Fairfield,18816,9199470,1
7-VIC,3603,10868991:8951474:9200106,UVic via Fairfield,18816,9200106,1
60-VIC,3706,10781785:8951475:8959878,Langford Exch via Lagoon,19362,8959878,0
24-VIC,4177,10943196:8951478:8960365,Tillicum Ctr via Colville,21694,8960365,1
21N-VIC,4177,10944477:8951479:9199406,Night Rte to Camosun via Straw Vale,23396,9199406,0
30-VIC,3602,10869530:8951482:8959414,Downtown,18838,8959414,1
30-VIC,3603,10869530:8951482:8960078,Downtown,18838,8960078,1
58-VIC,4177,10944123:8951488:8960186,Langford Exch via Westhills,18751,8960186,0
21-VIC,3602,10868738:8951490:9199571,Interurban to VI Tech Park,18452,9199571,0
21-VIC,3603,10868738:8951490:9199653,Interurban to VI Tech Park,18452,9199653,0
6-VIC,4177,10943292:8951492:8960063,Royal Oak Exch via Royal Oak Ctr,18715,8960063,0
95-VIC,3602,10868042:8951495:8959512,Blink - to Downtown,18717,8959512,0
95-VIC,3603,10868042:8951495:8959888,Blink - to Downtown,18717,8959888,0
49-VIC,3706,10781995:8951496:9199904,Skirt Mountain via Florence Lake,34756,9199904,0
14-VIC,4177,10943751:8951502:8960155,Vic General via Craigflower,26307,8960155,1
32-VIC,3344,10781383:8951503:9199626,Cordova Bay,18608,9199626,0
11-VIC,3706,10755718:8951505:8959348,Tillicum Ctr via Gorge,34755,8959348,1
61-VIC,3344,10880559:8951506:8959361,Langford Exch,19003,8959361,0
15-VIC,3603,10867630:8951507:8960012,Esquimalt - Fort/Yates Express,23403,8960012,1
15-VIC,3602,10867630:8951507:8960135,Esquimalt - Fort/Yates Express,23403,8960135,1
60-VIC,4177,10944020:8951508:9200020,Langford Exch via Lagoon,19362,9200020,0
27-VIC,3603,10868470:8951510:8959783,Gordon Head via Shelbourne,26178,8959783,0
27-VIC,3602,10868470:8951510:8960343,Gordon Head via Shelbourne,26178,8960343,0
85-VIC,3603,10870054:8951512:8959269,North Saanich,19285,8959269,0
85-VIC,3602,10870054:8951512:8960577,North Saanich,19285,8960577,0
59-VIC,3344,10780690:8951513:8959518,Royal Bay Exch via Triangle Mtn,18872,8959518,1
15-VIC,3706,10736321:8951514:8960304,Esquimalt - Fort/Yates Express,23403,8960304,1
88-VIC,3603,10870061:8951516:8959446,Airport,18544,8959446,1
88-VIC,3602,10870061:8951516:8959841,Airport,18544,8959841,1
28-VIC,3603,10868257:8951519:8960196,Downtown,34676,8960196,1
28-VIC,3602,10868257:8951519:8960324,Downtown,34676,8960324,1
72-VIC,3706,10735059:8951523:8958992,Downtown via Saanichton,18716,8958992,1
26-VIC,3706,10736510:8951528:9199948,Dockyard via McKenzie/Tillicum,31926,9199948,1
31-VIC,3344,10724393:8951529:8959601,Royal Oak Exch via Glanford,18743,8959601,0
30-VIC,3603,10869578:8951531:8959018,Royal Oak Exch via Carey,18634,8959018,0
30-VIC,3602,10869578:8951531:8959231,Royal Oak Exch via Carey,18634,8959231,0
14-VIC,3344,10724559:8951532:8959382,UVic via Richmond,26515,8959382,0
61-VIC,3603,10867365:8951533:8958853,Sooke,19637,8958853,1
61-VIC,3602,10867365:8951533:8959479,Sooke,19637,8959479,1
26-VIC,3603,10867646:8951535:8960467,Dockyard via McKenzie/Tillicum,31926,8960467,1
26-VIC,3602,10867646:8951535:8960551,Dockyard via McKenzie/Tillicum,31926,8960551,1
11-VIC,3344,10755542:8951538:8959065,Tillicum Ctr via Gorge,34755,8959065,1
95-VIC,3602,10868213:8951542:8959944,Blink - to Downtown,18717,8959944,0
95-VIC,3603,10868213:8951542:8960411,Blink - to Downtown,18717,8960411,0
26-VIC,3344,10724870:8951543:8959864,UVic via Tillicum/McKenzie,31720,8959864,0
26-VIC,3344,10724922:8951544:8959323,UVic via Tillicum/McKenzie,31720,8959323,0
14-VIC,3706,10736221:8951545:8960604,UVic via Richmond,26515,8960604,0
6-VIC,3602,10869207:8951547:8958995,Royal Oak Exch via Royal Oak Ctr,18715,8958995,0
6-VIC,3603,10869207:8951547:8959652,Royal Oak Exch via Royal Oak Ctr,18715,8959652,0
12-VIC,3706,10782624:8951548:9199554,UVic via Kenmore,18536,9199554,0
95-VIC,3602,10868142:8951554:8960372,Blink - to Langford,18836,8960372,1
95-VIC,3603,10868142:8951554:8960417,Blink - to Langford,18836,8960417,1
14-VIC,3602,10868467:8951560:8958961,UVic via Richmond,26515,8958961,0
14-VIC,3603,10868467:8951560:8959560,UVic via Richmond,26515,8959560,0
30-VIC,3344,10724300:8951563:9199690,Downtown,18838,9199690,1
6-VIC,3603,10869282:8951570:9199384,Downtown,18962,9199384,1
6-VIC,3602,10869282:8951570:9199542,Downtown,18962,9199542,1
55-VIC,3344,10780805:8951571:9199364,Langford Exch via Happy Valley,26068,9199364,0
14-VIC,3706,10736311:8951576:9199791,Vic General via Craigflower,26307,9199791,1
11-VIC,3602,10868952:8951579:8959305,UVic via Uplands,26939,8959305,0
11-VIC,3603,10868952:8951579:8960164,UVic via Uplands,26939,8960164,0
11-VIC,3706,10755738:8951583:8960023,UVic via Uplands,26939,8960023,0
15-VIC,3344,10724634:8951585:8960252,UVic - Fort/Foul Bay Express,19054,8960252,0
59-VIC,3706,10781943:8951586:9199869,Langford Exch via Triangle Mtn,19545,9199869,0
6-VIC,3344,10724007:8951597:9199690,Royal Oak Exch via Royal Oak Ctr,18715,9199690,0
72-VIC,3603,10867962:8951601:8959958,Swartz Bay Ferry via Saanichton,18512,8959958,0
72-VIC,3602,10867962:8951601:8960055,Swartz Bay Ferry via Saanichton,18512,8960055,0
4-VIC,3344,10724296:8951602:8959178,Downtown via Hillside,26927,8959178,1
21-VIC,3706,10782621:8951604:9199948,Interurban to Viaduct Loop,23520,9199948,0
57-VIC,3706,10782138:8951605:8959676,Thetis Heights via McCallum,22957,8959676,0
15-VIC,3603,10867631:8951606:8958949,Esquimalt - Fort/Yates Express,23403,8958949,1
15-VIC,3602,10867631:8951606:8959386,Esquimalt - Fort/Yates Express,23403,8959386,1
26-VIC,3706,10736449:8951610:8958902,UVic via Tillicum/McKenzie,31720,8958902,0
30-VIC,3344,10724423:8951611:8960460,Royal Oak Exch via Carey,18634,8960460,0
21-VIC,4177,10944304:8951613:9199348,Interurban to Camosun only,23380,9199348,0
4-VIC,4177,10943492:8951615:8960607,UVic via Hillside,18645,8960607,0
55-VIC,3344,10780853:8951616:8959518,William Head via Happy Valley,26324,8959518,1
15-VIC,3344,10724675:8951620:8959065,Esquimalt - Fort/Yates Express,23403,8959065,1
31-VIC,4177,10943476:8951625:8960262,Royal Oak Exch via Glanford,18743,8960262,0
14-VIC,3602,10868408:8951626:8960299,UVic via Richmond,26515,8960299,0
14-VIC,3603,10868408:8951626:8960681,UVic via Richmond,26515,8960681,0
28-VIC,4177,10943003:8951627:8959132,Downtown,34676,8959132,1
72-VIC,3706,10735079:8951638:8959721,Downtown via Saanichton,18716,8959721,1
15-VIC,3344,10724749:8951644:9199963,UVic - Fort/Foul Bay Express,19054,9199963,0
11-VIC,3602,10868954:8951648:8959056,Tillicum Ctr via Gorge,34755,8959056,1
11-VIC,3603,10868954:8951648:8959156,Tillicum Ctr via Gorge,34755,8959156,1
61-VIC,3603,10867412:8951652:9199555,Langford Exch,19003,9199555,0
61-VIC,3602,10867412:8951652:9199946,Langford Exch,19003,9199946,0
24-VIC,3602,10869311:8951654:9199385,Tillicum Ctr via Colville,21694,9199385,1
24-VIC,3603,10869311:8951654:9199495,Tillicum Ctr via Colville,21694,9199495,1
72-VIC,3602,10867946:8951655:8959801,Swartz Bay Ferry via Saanichton,18512,8959801,0
72-VIC,3603,10867946:8951655:8960518,Swartz Bay Ferry via Saanichton,18512,8960518,0
15-VIC,3344,10724691:8951656:8959772,UVic - Fort/Foul Bay Express,19054,8959772,0
75-VIC,3602,10869599:8951657:9199727,Saanichton Exch,18742,9199727,0
75-VIC,3603,10869599:8951657:9200095,Saanichton Exch,18742,9200095,0
28-VIC,3706,10735543:8951658:8959634,Downtown,34676,8959634,1
4-VIC,3602,10867574:8951663:8959666,UVic via Hillside,18645,8959666,0
4-VIC,3603,10867574:8951663:8960453,UVic via Hillside,18645,8960453,0
55-VIC,3344,10780801:8951664:8960425,William Head via Happy Valley,26324,8960425,1
27-VIC,3344,10723545:8951665:8960532,Downtown,34592,8960532,1
26-VIC,3602,10867683:8951674:8959267,Dockyard via McKenzie/Tillicum,31926,8959267,1
26-VIC,3603,10867683:8951674:8960075,Dockyard via McKenzie/Tillicum,31926,8960075,1
26-VIC,3706,10736530:8951675:8959330,UVic via Tillicum/McKenzie,31720,8959330,0
57-VIC,3603,10870000:8951678:9199397,Thetis Heights via McCallum,22957,9199397,0
57-VIC,3602,10870000:8951678:9199457,Thetis Heights via McCallum,22957,9199457,0
28-VIC,3344,10723556:8951679:8960432,Downtown,34676,8960432,1
54-VIC,3603,10869879:8951680:8959005,William Head via Metchosin,18522,8959005,1
54-VIC,3602,10869879:8951680:8959869,William Head via Metchosin,18522,8959869,1
5-VIC,3706,10735625:8951684:9199380,James Bay - Fisherman's Wharf,18724,9199380,1
70-VIC,3344,10880298:8951686:8959277,Downtown via Hwy 17,18849,8959277,1
55-VIC,3602,10869861:8951689:8959425,William Head via Happy Valley,26324,8959425,1
55-VIC,3603,10869861:8951689:8959692,William Head via Happy Valley,26324,8959692,1
30-VIC,3603,10869544:8951692:8959134,Downtown,18838,8959134,1
30-VIC,3602,10869544:8951692:8960374,Downtown,18838,8960374,1
28X-VIC,3602,10868296:8951696:8960476,Majestic - Shelbourne Express,23484,8960476,0
28X-VIC,3603,10868296:8951696:9199692,Majestic - Shelbourne Express,23484,9199692,0
31-VIC,4177,10943468:8951698:8959968,Royal Oak Exch via Glanford,18743,8959968,0
27X-VIC,3603,10868538:8951701:8958879,Downtown - Shelbourne Express,21622,8958879,1
27X-VIC,3602,10868538:8951701:8960141,Downtown - Shelbourne Express,21622,8960141,1
15-VIC,4177,10943618:8951706:8960493,UVic - Fort/Foul Bay Express,19054,8960493,0
26-VIC,3603,10867809:8951709:8959186,Dockyard via McKenzie/Tillicum,31926,8959186,1
26-VIC,3602,10867809:8951709:8960582,Dockyard via McKenzie/Tillicum,31926,8960582,1
26-VIC,3344,10724817:8951710:8958984,Dockyard via McKenzie/Tillicum,31926,8958984,1
61-VIC,3344,10880575:8951713:8959361,Langford Exch,19003,8959361,0
21-VIC,3344,10781242:8951714:9199954,Interurban to Camosun only,23380,9199954,0
21-VIC,3602,10868688:8951716:9199470,Interurban to VI Tech Park,18452,9199470,0
21-VIC,3603,10868688:8951716:9200106,Interurban to VI Tech Park,18452,9200106,0
7-VIC,4177,10944494:8951719:9199454,UVic via Fairfield,18816,9199454,1
52-VIC,4177,10944435:8951723:8960684,Colwood Exch via Royal Bay,26436,8960684,0
11-VIC,4177,10943905:8951726:8959551,UVic via Uplands,26939,8959551,0
88-VIC,3602,10870097:8951728:8958927,Airport,18544,8958927,1
88-VIC,3603,10870097:8951728:8959105,Airport,18544,8959105,1
14-VIC,4177,10943671:8951731:8959636,Vic General via Craigflower,26307,8959636,1
14-VIC,3602,10868355:8951734:8959185,UVic via Richmond,26515,8959185,0
14-VIC,3603,10868355:8951734:8960673,UVic via Richmond,26515,8960673,0
95-VIC,3603,10868084:8951735:8960537,Blink - to Downtown,18717,8960537,0
95-VIC,3602,10868084:8951735:8960581,Blink - to Downtown,18717,8960581,0
52-VIC,3344,10781410:8951739:8959207,Colwood Exch via Royal Bay,26436,8959207,0
27-VIC,3706,10735478:8951742:9199451,Gordon Head via Shelbourne,26178,9199451,0
57-VIC,3344,10781017:8951743:9199459,Langford Exch via McCallum,22937,9199459,1
2-VIC,3602,10869657:8951746:9199505,South Oak Bay,23427,9199505,0
2-VIC,3603,10869657:8951746:9199700,South Oak Bay,23427,9199700,0
70-VIC,3603,10867995:8951747:8958922,Swartz Bay Ferry via Hwy 17,34612,8958922,0
70-VIC,3602,10867995:8951747:8959893,Swartz Bay Ferry via Hwy 17,34612,8959893,0
63-VIC,3603,10869907:8951748:8959735,Otter Point,19289,8959735,1
63-VIC,3602,10869907:8951748:8960071,Otter Point,19289,8960071,1
8-VIC,3344,10723756:8951753:8959957,Tillicum Ctr via Finalyson,26916,8959957,1
70-VIC,3344,10880304:8951755:8959562,Swartz Bay Ferry via Hwy 17,34612,8959562,0
14-VIC,3706,10736369:8951756:8958851,Vic General via Craigflower,26307,8958851,1
5-VIC,3706,10735646:8951762:9199585,Willows,23383,9199585,0
15-VIC,3706,10736352:8951763:8960304,Esquimalt - Fort/Yates Express,23403,8960304,1
4-VIC,3603,10867463:8951764:8959423,Downtown via Hillside,26927,8959423,1
4-VIC,3602,10867463:8951764:8960047,Downtown via Hillside,26927,8960047,1
95-VIC,3603,10868112:8951765:8959409,Blink - to Langford,18836,8959409,1
95-VIC,3602,10868112:8951765:8960145,Blink - to Langford,18836,8960145,1
4-VIC,3603,10867480:8951769:8959423,UVic via Hillside,18645,8959423,0
4-VIC,3602,10867480:8951769:8960047,UVic via Hillside,18645,8960047,0
2-VIC,4177,10943098:8951771:9200041,South Oak Bay,23427,9200041,0
81-VIC,3602,10870104:8951772:8959299,to Sidney only,18990,8959299,0
81-VIC,3603,10870104:8951772:8960307,to Sidney only,18990,8960307,0
3-VIC,3706,10782200:8951774:9199387,Royal Jubilee via Quimper Loop,19489,9199387,1
72-VIC,3602,10867933:8951775:8960266,Swartz Bay Ferry via Saanichton,18512,8960266,0
72-VIC,3603,10867933:8951775:8960558,Swartz Bay Ferry via Saanichton,18512,8960558,0
30-VIC,3706,10735941:8951777:8959528,Downtown,18838,8959528,1
39-VIC,3706,10782681:8951782:9199707,UVic via Royal Oak,19305,9199707,0
15-VIC,3344,10724655:8951785:8958948,Esquimalt - Fort/Yates Express,23403,8958948,1
6-VIC,4177,10943334:8951786:8960262,Downtown,18962,8960262,1
53-VIC,4177,10944117:8951791:8960046,Vic General via Atkins,34562,8960046,0
25-VIC,3344,10723915:8951792:8959856,Maplewood,34583,8959856,0
75-VIC,3602,10869483:8951797:8958872,Downtown,18820,8958872,1
75-VIC,3603,10869483:8951797:8958878,Downtown,18820,8958878,1
32-VIC,3602,10869398:8951798:8959212,Royal Oak Exch,18626,8959212,1
32-VIC,3603,10869398:8951798:8960458,Royal Oak Exch,18626,8960458,1
4-VIC,3706,10736421:8951800:8959973,Downtown via Hillside,26927,8959973,1
31-VIC,3706,10736019:8951801:8959052,Royal Oak Exch via Glanford,18743,8959052,0
59-VIC,4177,10943976:8951803:8959190,Royal Bay Exch via Triangle Mtn,18872,8959190,1
14-VIC,3603,10868417:8951805:8959953,UVic via Richmond,26515,8959953,0
14-VIC,3602,10868417:8951805:8960122,UVic via Richmond,26515,8960122,0
61-VIC,3603,10867367:8951806:8959034,Sooke,19637,8959034,1
61-VIC,3602,10867367:8951806:8959401,Sooke,19637,8959401,1
57-VIC,3603,10870019:8951812:9200079,Langford Exch via McCallum,22937,9200079,1
57-VIC,3602,10870019:8951812:9200104,Langford Exch via McCallum,22937,9200104,1
3-VIC,3344,10782381:8951813:9199449,James Bay,21723,9199449,0
15-VIC,3706,10736354:8951815:8960215,UVic - Fort/Foul Bay Express,19054,8960215,0
30-VIC,3344,10724341:8951817:8959488,Downtown,18838,8959488,1
10-VIC,3706,10782203:8951819:9199546,Royal Jubilee via Vic West,18521,9199546,0
22A-VIC,3603,10869079:8951822:9199620,Hillside Ctr via Straw Vale,21615,9199620,1
22A-VIC,3602,10869079:8951822:9199887,Hillside Ctr via Straw Vale,21615,9199887,1
53-VIC,3603,10869807:8951823:9199441,Langford Exch via Atkins,33785,9199441,1
53-VIC,3602,10869807:8951823:9199677,Langford Exch via Atkins,33785,9199677,1
4-VIC,3344,10724243:8951826:8959178,Downtown via Hillside,26927,8959178,1
32-VIC,3344,10781512:8951830:9199746,Cordova Bay,18608,9199746,0
95-VIC,3706,10735188:8951832:8959570,Blink - to Downtown,18717,8959570,0
30-VIC,3603,10869553:8951834:8959273,Downtown,18838,8959273,1
30-VIC,3602,10869553:8951834:8960561,Downtown,18838,8960561,1
4-VIC,3344,10724282:8951835:9199810,Downtown via Hillside,26927,9199810,1
2-VIC,3706,10735654:8951837:9199747,South Oak Bay,23427,9199747,0
71-VIC,3602,10867906:8951839:8959801,Downtown via West Sidney,18682,8959801,1
71-VIC,3603,10867906:8951839:8960518,Downtown via West Sidney,18682,8960518,1
28-VIC,3706,10735467:8951842:8960119,Downtown,34676,8960119,1
39-VIC,3603,10868878:8951844:9199989,Interurban via Royal Oak,19291,9199989,1
39-VIC,3602,10868878:8951844:9200070,Interurban via Royal Oak,19291,9200070,1
6-VIC,4177,10943254:8951845:8958978,Downtown,18962,8958978,1
95-VIC,3344,10880438:8951850:8959335,Blink - to Downtown,18717,8959335,0
6-VIC,3603,10869275:8951853:9199524,Downtown,18962,9199524,1
6-VIC,3602,10869275:8951853:9199881,Downtown,18962,9199881,1
52-VIC,3706,10782562:8951854:8960303,Colwood Exch via Royal Bay,26436,8960303,0
28-VIC,3603,10868454:8951857:9199700,Majestic via Shelbourne,26525,9199700,0
15-VIC,3706,10736373:8951859:8959932,Esquimalt - Fort/Yates Express,23403,8959932,1
30-VIC,3706,10736002:8951861:9168462,Royal Oak Exch via Carey,18634,9168462,0
7-VIC,3602,10868785:8951865:9199642,UVic via Fairfield,18816,9199642,1
7-VIC,3603,10868785:8951865:9200154,UVic via Fairfield,18816,9200154,1
52-VIC,3344,10781352:8951868:8959475,Colwood Exch via Royal Bay,26436,8959475,0
15-VIC,3602,10867730:8951870:8959707,UVic - Fort/Foul Bay Express,19054,8959707,0
15-VIC,3603,10867730:8951870:8960464,UVic - Fort/Foul Bay Express,19054,8960464,0
14-VIC,4177,10943631:8951871:8959636,UVic via Richmond,26515,8959636,0
15-VIC,4177,10943706:8951879:8959125,Esquimalt - Fort/Yates Express,23403,8959125,1
3-VIC,3706,10782224:8951880:9199546,Royal Jubilee,19664,9199546,1
75-VIC,3706,10735922:8951881:8959030,Saanichton Exch,18912,8959030,0
30-VIC,4177,10943479:8951882:9199349,Downtown,18838,9199349,1
52-VIC,3603,10870196:8951883:8958979,Colwood Exch via Royal Bay,26436,8958979,0
52-VIC,3602,10870196:8951883:8960421,Colwood Exch via Royal Bay,26436,8960421,0
58-VIC,3603,10869884:8951884:9199719,Goldstream Mdws via Westhills,18671,9199719,1
58-VIC,3602,10869884:8951884:9200094,Goldstream Mdws via Westhills,18671,9200094,1
27-VIC,3603,10868400:8951885:8959297,Downtown,34592,8959297,1
27-VIC,3602,10868400:8951885:8960669,Downtown,34592,8960669,1
61-VIC,3344,10880576:8951886:8959361,Sooke,19637,8959361,1
24-VIC,3706,10735694:8951895:8959440,Cedar Hill,19044,8959440,0
8-VIC,3602,10868602:8951897:9199340,Oak Bay via Finlayson,26940,9199340,0
8-VIC,3603,10868602:8951897:9199789,Oak Bay via Finlayson,26940,9199789,0
49-VIC,3344,10780766:8951898:9199459,Langford Exch via Florence Lake,34765,9199459,1
27-VIC,3344,10723653:8951900:8959393,Downtown,34592,8959393,1
6-VIC,4177,10943317:8951904:8960570,Royal Oak Exch via Royal Oak Ctr,18715,8960570,0
61-VIC,4177,10942878:8951905:8960293,Sooke,19637,8960293,1
47-VIC,3603,10869296:8951906:8959783,Downtown,18592,8959783,0
47-VIC,3602,10869296:8951906:8960343,Downtown,18592,8960343,0
24-VIC,3602,10869334:8951908:9199385,Cedar Hill,19044,9199385,0
24-VIC,3603,10869334:8951908:9199495,Cedar Hill,19044,9199495,0
15-VIC,3602,10867780:8951910:9199571,UVic - Fort/Foul Bay Express,19054,9199571,0
15-VIC,3603,10867780:8951910:9199653,UVic - Fort/Foul Bay Express,19054,9199653,0
31-VIC,3706,10735930:8951913:8958965,Royal Oak Exch via Glanford,18743,8958965,0
72-VIC,3706,10735106:8951914:8960143,Swartz Bay Ferry via Saanichton,18512,8960143,0
61-VIC,3706,10735312:8951918:8958945,Sooke,19637,8958945,1
61-VIC,3344,10880624:8951921:8959904,Langford Exch,19003,8959904,0
28-VIC,4177,10943019:8951922:8959173,Downtown,34676,8959173,1
14-VIC,3706,10736374:8951923:9199558,UVic via Richmond,26515,9199558,0
4-VIC,3344,10724177:8951925:8960659,Downtown via Hillside,26927,8960659,1
4-VIC,3344,10724231:8951926:8960007,Downtown via Hillside,26927,8960007,1
27-VIC,3706,10735473:8951929:9199451,Downtown,34592,9199451,1
15-VIC,3602,10867744:8951931:8959707,Esquimalt - Fort/Yates Express,23403,8959707,1
15-VIC,3603,10867744:8951931:8960464,Esquimalt - Fort/Yates Express,23403,8960464,1
14-VIC,3706,10736227:8951933:8960606,Vic General via Craigflower,26307,8960606,1
2-VIC,4177,10943153:8951935:9200103,South Oak Bay,23427,9200103,0
32-VIC,3706,10782432:8951937:9199805,Royal Oak Exch,18626,9199805,1
11-VIC,3706,10755690:8951938:8960664,UVic via Uplands,26939,8960664,0
6A-VIC,4177,10943322:8951939:8960570,Downtown via Emily Carr,21741,8960570,1
26-VIC,4177,10943792:8951943:8960459,UVic via Tillicum/McKenzie,31720,8960459,0
8-VIC,3602,10868600:8951945:8959076,Oak Bay via Finlayson,26940,8959076,0
8-VIC,3603,10868600:8951945:8959977,Oak Bay via Finlayson,26940,8959977,0
31-VIC,3344,10724382:8951950:8960461,Royal Oak Exch via Glanford,18743,8960461,0
22A-VIC,3602,10869085:8951953:9199896,Hillside Ctr via Straw Vale,21615,9199896,1
22A-VIC,3603,10869085:8951953:9199979,Hillside Ctr via Straw Vale,21615,9199979,1
95-VIC,3602,10868214:8951957:8959944,Blink - to Downtown,18717,8959944,0
95-VIC,3603,10868214:8951957:8960411,Blink - to Downtown,18717,8960411,0
4-VIC,3706,10736198:8951958:8960483,Downtown via Hillside,26927,8960483,1
88-VIC,3602,10870135:8951960:8958927,Sidney,18543,8958927,0
88-VIC,3603,10870135:8951960:8959105,Sidney,18543,8959105,0
15-VIC,3603,10867599:8951963:8958973,UVic - Fort/Foul Bay Express,19054,8958973,0
15-VIC,3602,10867599:8951963:8959617,UVic - Fort/Foul Bay Express,19054,8959617,0
49-VIC,4177,10944027:8951969:9200020,Skirt Mountain via Florence Lake,34756,9200020,0
3-VIC,3603,10870349:8951971:9199468,Royal Jubilee via Quimper Loop,19489,9199468,1
3-VIC,3602,10870349:8951971:9200118,Royal Jubilee via Quimper Loop,19489,9200118,1
72-VIC,3706,10735125:8951972:8960506,Swartz Bay Ferry via Saanichton,18512,8960506,0
27-VIC,4177,10942985:8951976:8959644,Downtown,34592,8959644,1
27-VIC,3603,10868566:8951977:8959204,Gordon Head via Shelbourne,19120,8959204,0
27-VIC,3602,10868566:8951977:8960323,Gordon Head via Shelbourne,19120,8960323,0
27-VIC,3706,10735430:8951980:8959614,Gordon Head via Shelbourne,26178,8959614,0
95-VIC,3602,10868045:8951982:8960237,Blink - to Langford,18836,8960237,1
95-VIC,3603,10868045:8951982:8960393,Blink - to Langford,18836,8960393,1
72-VIC,3603,10867938:8951985:8959732,Swartz Bay Ferry via Saanichton,18512,8959732,0
72-VIC,3602,10867938:8951985:8960218,Swartz Bay Ferry via Saanichton,18512,8960218,0
14-VIC,3706,10736249:8951988:8960152,Vic General via Craigflower,26307,8960152,1
32-VIC,3603,10869395:8951989:9199851,Royal Oak Exch,18626,9199851,1
32-VIC,3602,10869395:8951989:9200128,Royal Oak Exch,18626,9200128,1
6-VIC,3603,10869127:8951995:9199524,Royal Oak Exch via Royal Oak Ctr,18715,9199524,0
6-VIC,3602,10869127:8951995:9199881,Royal Oak Exch via Royal Oak Ctr,18715,9199881,0
26-VIC,3603,10867697:8951996:8958973,UVic via Tillicum/McKenzie,31720,8958973,0
26-VIC,3602,10867697:8951996:8959617,UVic via Tillicum/McKenzie,31720,8959617,0
75-VIC,3706,10735919:8951999:8959030,Saanichton Exch,18912,8959030,0
57-VIC,3603,10870009:8952000:8959979,Langford Exch via McCallum,22937,8959979,1
57-VIC,3602,10870009:8952000:8960345,Langford Exch via McCallum,22937,8960345,1
6A-VIC,3344,10724118:8952002:8960333,Royal Oak Exch via Emily Carr,21583,8960333,0
4-VIC,3706,10736131:8952013:9199554,UVic via Hillside,18645,9199554,0
26-VIC,3603,10867657:8952016:8959150,UVic via Tillicum/McKenzie,31720,8959150,0
26-VIC,3602,10867657:8952016:8960494,UVic via Tillicum/McKenzie,31720,8960494,0
72-VIC,3602,10868009:8952017:8959666,Swartz Bay Ferry via Saanichton,18512,8959666,0
72-VIC,3603,10868009:8952017:8960453,Swartz Bay Ferry via Saanichton,18512,8960453,0
25-VIC,3344,10723902:8952019:8959253,Maplewood,34583,8959253,0
32-VIC,3602,10869393:8952020:8959212,Cordova Bay,18608,8959212,0
32-VIC,3603,10869393:8952020:8960458,Cordova Bay,18608,8960458,0
4-VIC,3706,10736143:8952021:8960473,UVic via Hillside,18645,8960473,0
12-VIC,4177,10944427:8952022:9199988,University Hgts via Kenmore,18817,9199988,1
11-VIC,3603,10869020:8952027:8959953,Tillicum Ctr via Gorge,34755,8959953,1
11-VIC,3602,10869020:8952027:8960122,Tillicum Ctr via Gorge,34755,8960122,1
22-VIC,3344,10781548:8952028:8959823,to Downtown only,25999,8959823,0
88-VIC,3344,10780563:8952031:8959398,Airport,18544,8959398,1
15-VIC,3603,10867713:8952032:8958973,UVic - Fort/Foul Bay Express,19054,8958973,0
15-VIC,3602,10867713:8952032:8959617,UVic - Fort/Foul Bay Express,19054,8959617,0
12-VIC,3602,10868802:8952034:8959017,UVic via Kenmore,18536,8959017,0
12-VIC,3603,10868802:8952034:8959725,UVic via Kenmore,18536,8959725,0
70-VIC,4177,10942689:8952035:8959965,Downtown via Hwy 17,18849,8959965,1
57-VIC,3603,10870024:8952036:9200079,Thetis Heights via McCallum,22957,9200079,0
57-VIC,3602,10870024:8952036:9200104,Thetis Heights via McCallum,22957,9200104,0
10-VIC,3344,10782359:8952037:9199749,Royal Jubilee via Vic West,18521,9199749,0
39-VIC,4177,10944295:8952038:9199880,UVic via Royal Oak,19305,9199880,0
70-VIC,4177,10942714:8952041:8959493,Downtown via Hwy 17,18849,8959493,1
4-VIC,3344,10724173:8952043:8959547,Downtown via Hillside,26927,8959547,1
14-VIC,3706,10736360:8952046:8959932,Vic General via Craigflower,26307,8959932,1
27-VIC,3602,10868479:8952047:8960314,Gordon Head via Shelbourne,26178,8960314,0
27-VIC,3603,10868479:8952047:9199574,Gordon Head via Shelbourne,26178,9199574,0
12-VIC,3706,10782676:8952048:9199424,University Hgts via Kenmore,18817,9199424,1
8-VIC,4177,10942936:8952049:8959638,Tillicum Ctr via Finalyson,26916,8959638,1
26-VIC,4177,10943782:8952050:9199349,Dockyard via McKenzie/Tillicum,31926,9199349,1
21-VIC,3706,10782546:8952053:9199446,Interurban to Camosun only,23380,9199446,0
4-VIC,3706,10736171:8952056:8960521,Downtown via Hillside,26927,8960521,1
